id,verdict,reason,better,batch,attribution_read
report9:a53abb231b,confirm,sentence's figure matches Delta_B_minus_A = 0.137441 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,Median iterative R2 · Delta_B_minus_A = 0.137441 [08_lcsc_04_table3_benchmark_summary.csv]
report9:8115d3ec9f,confirm,sentence's figure matches Traditional_Model_A = -0.0254394 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,Median iterative NSE · Traditional_Model_A = -0.0254394 [08_lcsc_04_table3_benchmark_summary.csv]
report9:a3bab8e236,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,benchmark_median_NSE_SSM · 08_report_numbers.csv · committed 0.7194104323777889 · index proposed
report9:83b4e02581,confirm,sentence's figure matches benchmark_median_dNSE = 0.82444 [08_report_numbers.csv],,report9 part 2,benchmark_median_dNSE = 0.82444 [08_report_numbers.csv]
report9:b716f04107,confirm,sentence's figure matches benchmark_positive_NSE_TLM = 30 [08_report_numbers.csv],,report9 part 2,benchmark_positive_NSE_TLM = 30 [08_report_numbers.csv]
report9:4958736476,confirm,sentence's figure matches benchmark_n_wells = 66 [08_report_numbers.csv],,report9 part 2,benchmark_n_wells = 66 [08_report_numbers.csv]
report9:a20e3890ee,confirm,sentence's figure matches benchmark_positive_NSE_SSM = 65 [08_report_numbers.csv],,report9 part 2,benchmark_positive_NSE_SSM = 65 [08_report_numbers.csv]
report9:f48ef1fb1f,confirm,sentence's figure matches benchmark_n_wells = 66 [08_report_numbers.csv],,report9 part 2,benchmark_n_wells = 66 [08_report_numbers.csv]
report9:9a78da46cb,confirm,sentence's figure matches Traditional_Model_A = -2.18438 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,Max NSE improvement (CEH27) · Traditional_Model_A = -2.18438 [08_lcsc_04_table3_benchmark_summary.csv]
report9:af3d9d8b8d,confirm,sentence's figure matches StateSpace_Model_B = 0.680403 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,Max NSE improvement (CEH27) · StateSpace_Model_B = 0.680403 [08_lcsc_04_table3_benchmark_summary.csv]
report9:edf034b1c9,confirm,sentence's figure matches Delta_B_minus_A = 2.86478 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,Max NSE improvement (CEH27) · Delta_B_minus_A = 2.86478 [08_lcsc_04_table3_benchmark_summary.csv]
report9:057fa62b40,confirm,sentence's figure matches Traditional_Model_A = -1.88503 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,CEH6 iterative NSE · Traditional_Model_A = -1.88503 [08_lcsc_04_table3_benchmark_summary.csv]
report9:2904c9166f,confirm,sentence's figure matches StateSpace_Model_B = 0.673556 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,CEH6 iterative NSE · StateSpace_Model_B = 0.673556 [08_lcsc_04_table3_benchmark_summary.csv]
report9:d4b7539a4e,confirm,sentence's figure matches Delta_B_minus_A = 2.55858 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,CEH6 iterative NSE · Delta_B_minus_A = 2.55858 [08_lcsc_04_table3_benchmark_summary.csv]
report9:ad6cbc395d,confirm,sentence's figure matches Traditional_Model_A = 0.398298 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,CEH14 iterative NSE · Traditional_Model_A = 0.398298 [08_lcsc_04_table3_benchmark_summary.csv]
report9:b87016dd9d,confirm,sentence's figure matches StateSpace_Model_B = -6.41858 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,CEH14 iterative NSE · StateSpace_Model_B = -6.41858 [08_lcsc_04_table3_benchmark_summary.csv]
report9:04121b7e86,confirm,sentence's figure matches Delta_B_minus_A = -6.81688 [08_lcsc_04_table3_benchmark_summary.csv],,report9 part 2,CEH14 iterative NSE · Delta_B_minus_A = -6.81688 [08_lcsc_04_table3_benchmark_summary.csv]
report9:adaa2409f9,confirm,sentence's figure matches benchmark_n_wells = 66 [08_report_numbers.csv],,report9 part 2,benchmark_n_wells = 66 [08_report_numbers.csv]
report9:b0bb169f1b,confirm,sentence's figure matches Tier1_CUSUM_terminal = -10.5527 [09_scrape_report_numbers.csv],,report9 part 2,Tier1_CUSUM_terminal = -10.5527 [09_scrape_report_numbers.csv]
report9:67a7c3cb48,confirm,attributed key/column names the same subject and statistic the sentence states,,report9 part 2,Tier1_CUSUM_terminal · 09_scrape_report_numbers.csv · committed -19.021958174480663 · index proposed
report9:8eb83d712d,confirm,sentence's figure matches CEH36_raw_BACI_step = 0.1294 [09e_report_numbers.csv],,report9 part 2,CEH36_raw_BACI_step = 0.1294 [09e_report_numbers.csv]
report9:5fce9cf671,confirm,sentence's figure matches CEH36_synthetic_control_n_donors = 11 [09e_report_numbers.csv],,report9 part 2,CEH36_synthetic_control_n_donors = 11 [09e_report_numbers.csv]
report9:d12fbc8f33,confirm,sentence's figure matches CEH36_synthetic_control_step = 0.1368 [09e_report_numbers.csv],,report9 part 2,CEH36_synthetic_control_step = 0.1368 [09e_report_numbers.csv]
report9:d9410a1df1,confirm,sentence's figure matches Net_benefit = -0.0489412 [09_scrape_report_numbers.csv],,report9 part 2,Net_benefit = -0.0489412 [09_scrape_report_numbers.csv]
report9:536fb1932e,confirm,sentence's figure matches Net_benefit = -0.0725279 [09_scrape_report_numbers.csv],,report9 part 2,Net_benefit = -0.0725279 [09_scrape_report_numbers.csv]
report9:0fb602933a,confirm,sentence's figure matches Summer_min_m = -1.16 [09c_01_summer_minima.csv],,report9 part 2,CEH4 / 2011 · Summer_min_m = -1.16 [09c_01_summer_minima.csv]
report9:c5de6af5b2,confirm,sentence's figure matches Summer_min_m = -1.18 [09c_01_summer_minima.csv],,report9 part 2,CEH4 / 2015 · Summer_min_m = -1.18 [09c_01_summer_minima.csv]
report9:68572064c2,confirm,sentence's figure matches Summer_min_m = -1.4 [09c_01_summer_minima.csv],,report9 part 2,CEH4 / 2025 · Summer_min_m = -1.4 [09c_01_summer_minima.csv]
report9:d3616faa57,confirm,sentence's figure matches beta_3_drainage = 0.084434 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH36 / 1_Baseline · beta_3_drainage = 0.084434 [09_scrape_02_beta3_significance.csv]
report9:4d95e9ae4f,confirm,sentence's figure matches beta_3_drainage = 0.139043 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH36 / 2_Pure_Scraping · beta_3_drainage = 0.139043 [09_scrape_02_beta3_significance.csv]
report9:8db7ef88cf,confirm,sentence's figure matches beta_3_drainage = 0.070438 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH4 / 1_Baseline · beta_3_drainage = 0.070438 [09_scrape_02_beta3_significance.csv]
report9:f6037345d5,confirm,sentence's figure matches beta_3_drainage = 0.161719 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH4 / 2_Pure_Scraping · beta_3_drainage = 0.161719 [09_scrape_02_beta3_significance.csv]
report9:022ea31218,confirm,sentence's figure matches beta_3_drainage = 0.084434 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH36 / 1_Baseline · beta_3_drainage = 0.084434 [09_scrape_02_beta3_significance.csv]
report9:1389b225e8,confirm,sentence's figure matches Conf_Low = 0.00761515 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH36 / 1_Baseline · Conf_Low = 0.00761515 [09_scrape_02_beta3_significance.csv]
report9:c259cf4c9e,confirm,sentence's figure matches Conf_High = 0.161253 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH36 / 1_Baseline · Conf_High = 0.161253 [09_scrape_02_beta3_significance.csv]
report9:87bfe83981,confirm,sentence's figure matches P_Value = 0.0319402 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH36 / 1_Baseline · P_Value = 0.0319402 [09_scrape_02_beta3_significance.csv]
report9:83b91e62cc,confirm,sentence's figure matches beta_3_drainage = 0.139043 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH36 / 2_Pure_Scraping · beta_3_drainage = 0.139043 [09_scrape_02_beta3_significance.csv]
report9:acd60e7563,confirm,sentence's figure matches Conf_Low = 0.0576669 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH36 / 2_Pure_Scraping · Conf_Low = 0.0576669 [09_scrape_02_beta3_significance.csv]
report9:d189454477,confirm,sentence's figure matches Conf_High = 0.220418 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH36 / 2_Pure_Scraping · Conf_High = 0.220418 [09_scrape_02_beta3_significance.csv]
report9:f7fa2c6fe3,confirm,sentence's figure matches P_Value = 0.00151842 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH36 / 2_Pure_Scraping · P_Value = 0.00151842 [09_scrape_02_beta3_significance.csv]
report9:f6679d94fa,confirm,sentence's figure matches beta_3_drainage = 0.112846 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH36 / 3_Felling_Pulse · beta_3_drainage = 0.112846 [09_scrape_02_beta3_significance.csv]
report9:7a04d04844,confirm,sentence's figure matches Conf_Low = 0.0546818 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH36 / 3_Felling_Pulse · Conf_Low = 0.0546818 [09_scrape_02_beta3_significance.csv]
report9:5de518db06,confirm,sentence's figure matches Conf_High = 0.17101 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH36 / 3_Felling_Pulse · Conf_High = 0.17101 [09_scrape_02_beta3_significance.csv]
report9:9ac0caa2b0,confirm,sentence's figure matches beta_3_drainage = 0.0742877 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH18 / 1_Baseline · beta_3_drainage = 0.0742877 [09_scrape_02_beta3_significance.csv]
report9:1ed60bd8b7,confirm,sentence's figure matches Conf_Low = 0.0355799 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH18 / 1_Baseline · Conf_Low = 0.0355799 [09_scrape_02_beta3_significance.csv]
report9:37018359e8,confirm,sentence's figure matches beta_3_drainage = 0.112846 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH36 / 3_Felling_Pulse · beta_3_drainage = 0.112846 [09_scrape_02_beta3_significance.csv]
report9:85d1b9a348,confirm,sentence's figure matches beta_3_drainage = 0.103418 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH18 / 2_Felling_Pulse · beta_3_drainage = 0.103418 [09_scrape_02_beta3_significance.csv]
report9:dd6d0fcc16,confirm,sentence's figure matches Conf_Low = 0.0212365 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH18 / 2_Felling_Pulse · Conf_Low = 0.0212365 [09_scrape_02_beta3_significance.csv]
report9:55d8611c62,confirm,sentence's figure matches Conf_High = 0.185599 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH18 / 2_Felling_Pulse · Conf_High = 0.185599 [09_scrape_02_beta3_significance.csv]
report9:56d28453ed,confirm,sentence's figure matches P_Value = 0.0144281 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH18 / 2_Felling_Pulse · P_Value = 0.0144281 [09_scrape_02_beta3_significance.csv]
report9:6ca8fbbc7d,confirm,sentence's figure matches beta_3_drainage = 0.17667 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH18 / 3_After_Scraping · beta_3_drainage = 0.17667 [09_scrape_02_beta3_significance.csv]
report9:90a02f6c10,confirm,sentence's figure matches Conf_Low = 0.0426087 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH18 / 3_After_Scraping · Conf_Low = 0.0426087 [09_scrape_02_beta3_significance.csv]
report9:35abfcd7c8,confirm,sentence's figure matches Conf_High = 0.310731 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH18 / 3_After_Scraping · Conf_High = 0.310731 [09_scrape_02_beta3_significance.csv]
report9:436f835057,confirm,sentence's figure matches P_Value = 0.0118636 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH18 / 3_After_Scraping · P_Value = 0.0118636 [09_scrape_02_beta3_significance.csv]
report9:7c4d4db873,confirm,sentence's figure matches beta_3_drainage = 0.103418 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH18 / 2_Felling_Pulse · beta_3_drainage = 0.103418 [09_scrape_02_beta3_significance.csv]
report9:cc2abd040c,confirm,sentence's figure matches Conf_Low = 0.052154 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH21 / 1_Baseline · Conf_Low = 0.052154 [09_scrape_02_beta3_significance.csv]
report9:d146d4111f,confirm,sentence's figure matches Conf_High = 0.153668 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH21 / 1_Baseline · Conf_High = 0.153668 [09_scrape_02_beta3_significance.csv]
report9:75c4eeb9f1,confirm,sentence's figure matches beta_3_drainage = 0.0559774 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH21 / 2_Coastal_Drawdown · beta_3_drainage = 0.0559774 [09_scrape_02_beta3_significance.csv]
report9:bde3f77005,confirm,sentence's figure matches Conf_Low = -0.00511446 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH21 / 2_Coastal_Drawdown · Conf_Low = -0.00511446 [09_scrape_02_beta3_significance.csv]
report9:4886e2a2d0,confirm,sentence's figure matches Conf_High = 0.117069 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH21 / 2_Coastal_Drawdown · Conf_High = 0.117069 [09_scrape_02_beta3_significance.csv]
report9:06fd197601,confirm,sentence's figure matches P_Value = 0.0718642 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH21 / 2_Coastal_Drawdown · P_Value = 0.0718642 [09_scrape_02_beta3_significance.csv]
report9:8916d87ecd,confirm,sentence's figure matches beta_3_drainage = 0.09567 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH21 / 3_After_Scraping · beta_3_drainage = 0.09567 [09_scrape_02_beta3_significance.csv]
report9:2e21a757e3,confirm,sentence's figure matches Conf_Low = -0.0174054 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH21 / 3_After_Scraping · Conf_Low = -0.0174054 [09_scrape_02_beta3_significance.csv]
report9:b71d852eb0,confirm,sentence's figure matches Conf_High = 0.208745 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH21 / 3_After_Scraping · Conf_High = 0.208745 [09_scrape_02_beta3_significance.csv]
report9:328e90288f,confirm,sentence's figure matches P_Value = 0.0939647 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH21 / 3_After_Scraping · P_Value = 0.0939647 [09_scrape_02_beta3_significance.csv]
report9:ac8f7f2cda,confirm,sentence's figure matches beta_3_drainage = 0.070438 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH4 / 1_Baseline · beta_3_drainage = 0.070438 [09_scrape_02_beta3_significance.csv]
report9:eeced58be3,confirm,sentence's figure matches Conf_Low = 0.0267032 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH4 / 1_Baseline · Conf_Low = 0.0267032 [09_scrape_02_beta3_significance.csv]
report9:328900d258,confirm,sentence's figure matches Conf_High = 0.114173 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH4 / 1_Baseline · Conf_High = 0.114173 [09_scrape_02_beta3_significance.csv]
report9:0829a21ec4,confirm,sentence's figure matches P_Value = 0.00185837 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH4 / 1_Baseline · P_Value = 0.00185837 [09_scrape_02_beta3_significance.csv]
report9:a07ee83074,confirm,sentence's figure matches beta_3_drainage = 0.161719 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH4 / 2_Pure_Scraping · beta_3_drainage = 0.161719 [09_scrape_02_beta3_significance.csv]
report9:fd2bc95440,confirm,sentence's figure matches Conf_Low = 0.078964 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH4 / 2_Pure_Scraping · Conf_Low = 0.078964 [09_scrape_02_beta3_significance.csv]
report9:4b463856f8,confirm,sentence's figure matches Conf_High = 0.244474 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH4 / 2_Pure_Scraping · Conf_High = 0.244474 [09_scrape_02_beta3_significance.csv]
report9:1abb13834a,confirm,sentence's figure matches beta_3_drainage = 0.115475 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH4 / 3_Felling_Pulse · beta_3_drainage = 0.115475 [09_scrape_02_beta3_significance.csv]
report9:f4226ff166,confirm,sentence's figure matches Conf_Low = 0.064978 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH4 / 3_Felling_Pulse · Conf_Low = 0.064978 [09_scrape_02_beta3_significance.csv]
report9:e697f6312a,confirm,sentence's figure matches Conf_High = 0.165971 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH4 / 3_Felling_Pulse · Conf_High = 0.165971 [09_scrape_02_beta3_significance.csv]
report9:9131617f5e,confirm,sentence's figure matches beta_3_drainage = 0.136032 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH22 / 1_Baseline · beta_3_drainage = 0.136032 [09_scrape_02_beta3_significance.csv]
report9:8f6e7aa435,confirm,sentence's figure matches Conf_Low = 0.082825 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH22 / 1_Baseline · Conf_Low = 0.082825 [09_scrape_02_beta3_significance.csv]
report9:d06310395a,confirm,sentence's figure matches Conf_High = 0.189239 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH22 / 1_Baseline · Conf_High = 0.189239 [09_scrape_02_beta3_significance.csv]
report9:7ed15a62d7,confirm,sentence's figure matches beta_3_drainage = 0.151551 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH22 / 2_Coastal_Drawdown · beta_3_drainage = 0.151551 [09_scrape_02_beta3_significance.csv]
report9:a75d2891ac,confirm,sentence's figure matches Conf_Low = 0.0733012 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH22 / 2_Coastal_Drawdown · Conf_Low = 0.0733012 [09_scrape_02_beta3_significance.csv]
report9:bf83572a19,confirm,sentence's figure matches Conf_High = 0.229801 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH22 / 2_Coastal_Drawdown · Conf_High = 0.229801 [09_scrape_02_beta3_significance.csv]
report9:edf5f4456f,confirm,sentence's figure matches beta_3_drainage = 0.239029 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH22 / 3_After_Scraping · beta_3_drainage = 0.239029 [09_scrape_02_beta3_significance.csv]
report9:bb11f7210d,confirm,sentence's figure matches Conf_Low = 0.0792884 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH22 / 3_After_Scraping · Conf_Low = 0.0792884 [09_scrape_02_beta3_significance.csv]
report9:f89fb26737,confirm,sentence's figure matches Conf_High = 0.39877 [09_scrape_02_beta3_significance.csv],,report9 part 2,CEH22 / 3_After_Scraping · Conf_High = 0.39877 [09_scrape_02_beta3_significance.csv]
